"Format","MoTeC CSV File",,,"Workbook","LMP3"
"Venue","BAR",,,"Worksheet","KPIs"
"Vehicle","LPM3",,,"Vehicle Desc",""
"Driver","ChassisSim",,,"Engine ID",""
"Device","ADL"
"Comment","",,,"Session",""
"Log Date","28/02/2021",,,"Origin Time","0.400","s"
"Log Time","14:37:00",,,"Start Time","0.400","s"
"Sample Rate","50.000","Hz",,"End Time","101.020","s"
"Duration","100.620","s",,"Start Distance","26","m"
"Range","Lap 1",,,"End Distance","4530","m"
"Beacon Markers","00.000  "


"Time","Engine RPM","G Force Lat","G Force Long","Steered Angle","Throttle Pos","Combined Acceleration","ROLL_SPEED_F","ROLL_SPEED_R","ROLL_ratio","Damper Pos FL","Damper Pos FR","Damper Pos RL","Damper Pos RR","Corr Speed"
"s","rpm","G","G","deg","%","","","","","mm","mm","mm","mm","km/h"


"13.120","5699.00","-1.82","0.52","2.63","99.90","1.89","-0.00","-10.40","0.84","-2.93","5.65","3.60","15.17","135.8"
"13.140","5727.00","-1.82","0.49","2.63","100.00","1.88","-7.08","-9.88","0.84","-3.00","5.70","3.67","15.43","136.2"
"13.160","5729.00","-1.84","0.53","2.63","99.80","1.91","1.77","-14.04","0.82","-2.93","5.74","3.79","15.82","136.2"
"13.180","5743.00","-1.84","0.47","2.64","99.80","1.90","-11.21","2.60","0.84","-3.07","5.79","3.87","15.85","135.9"
"13.200","5754.00","-1.89","0.46","2.64","99.90","1.95","-0.00","-3.64","0.83","-3.07","5.79","3.82","15.87","137.4"
"13.220","5753.00","-1.89","0.52","2.64","99.90","1.96","5.31","-0.52","0.83","-2.79","5.98","3.93","15.99","137.8"
"13.240","5768.00","-1.99","0.50","2.63","99.90","2.05","-19.47","4.16","0.86","-2.98","6.12","4.19","16.17","137.8"
"13.260","5782.00","-2.02","0.49","2.55","99.90","2.08","-17.70","-20.28","0.86","-2.86","6.54","4.22","16.59","138.1"
"13.280","5779.00","-2.14","0.47","2.55","99.90","2.19","6.49","-13.00","0.84","-2.75","6.54","4.32","16.94","139.1"
"13.300","5794.00","-2.27","0.42","2.49","99.90","2.31","-21.24","-30.16","0.83","-2.74","6.91","4.58","17.78","140.1"
"13.320","5799.00","-2.23","0.42","2.45","99.90","2.27","-6.49","-28.60","0.81","-2.67","7.09","4.56","18.31","139.5"
"13.340","5792.00","-2.18","0.39","2.37","99.90","2.21","33.63","-30.16","0.73","-2.02","7.17","4.92","19.25","140.9"
"13.360","5804.00","-2.13","0.45","2.08","99.80","2.18","330.99","-40.04","0.27","3.96","7.54","5.09","20.19","141.5"
"13.380","5861.00","-1.97","0.45","2.04","99.80","2.02","-25.96","-307.84","0.22","3.96","7.98","3.82","24.84","141.7"
"13.400","5926.00","-1.80","0.48","2.02","99.90","1.86","-36.58","-181.48","0.21","3.43","8.07","3.10","27.61","142.0"
"13.420","5940.00","-1.83","0.49","2.02","99.80","1.89","31.86","-323.96","0.15","3.48","7.58","0.78","31.52","141.5"
"13.440","5857.00","-1.74","0.48","2.16","99.80","1.80","128.03","-40.56","0.07","2.98","4.91","0.56","32.08","141.5"
"13.460","5808.00","-1.69","0.42","2.16","99.80","1.74","-33.04","87.36","0.09","2.42","4.91","2.35","32.19","142.0"
"13.480","5839.00","-1.53","0.43","2.05","99.70","1.59","188.80","69.68","-0.03","3.94","3.23","3.70","32.20","142.3"
"13.500","5900.00","-1.46","0.45","2.02","99.70","1.53","12.98","29.12","-0.04","4.27","3.34","4.28","32.22","142.6"
"13.520","6025.00","-1.50","0.43","1.98","99.70","1.56","-131.57","-104.00","0.05","2.33","3.63","2.23","32.17","142.7"
"13.540","6069.00","-1.51","0.33","1.98","99.80","1.55","-179.95","-61.88","0.16","0.07","4.42","0.47","31.60","142.7"
"13.560","5957.00","-1.53","0.32","2.01","99.90","1.56","0.59","294.32","0.19","0.07","4.41","1.52","26.99","143.0"
"13.580","5887.00","-1.54","0.35","2.04","99.80","1.58","-93.81","224.64","0.32","-1.68","4.25","2.44","23.59","142.6"
"13.600","5998.00","-1.56","0.29","2.02","99.20","1.59","-10.62","320.32","0.46","-1.95","4.16","2.77","17.76","143.5"
"13.620","6096.00","-1.54","0.24","1.96","98.90","1.56","144.55","10.92","0.28","0.52","4.18","1.16","15.94","143.8"
"13.640","6071.00","-1.55","0.21","1.96","99.60","1.56","-33.04","-43.68","0.31","0.10","4.32","-1.51","14.11","144.7"
"13.660","6067.00","-1.60","0.27","1.95","99.80","1.62","-42.48","-41.60","0.34","-0.62","4.32","-2.18","14.24","144.9"
"13.680","6060.00","-1.53","0.37","1.92","99.90","1.57","-82.60","-44.72","0.42","-1.72","4.62","-2.65","14.63","144.3"
"13.700","6007.00","-1.61","0.41","1.87","99.90","1.66","-33.63","34.32","0.47","-2.21","4.70","-0.62","16.00","144.9"
"13.720","6037.00","-1.70","0.40","1.81","99.80","1.75","44.25","-20.80","0.41","-0.58","5.58","0.32","17.34","145.4"
"13.740","6118.00","-1.82","0.35","1.80","99.80","1.85","-59.00","-89.44","0.43","-1.12","6.04","0.45","19.19","145.8"
"13.760","6119.00","-1.85","0.33","1.80","99.90","1.88","-27.14","-35.36","0.45","-1.32","6.30","0.36","19.78","145.7"
"13.780","6034.00","-2.00","0.31","1.81","99.90","2.02","-50.15","28.60","0.51","-1.65","6.82","2.18","21.05","145.0"
"13.800","6055.00","-2.00","0.31","1.87","99.90","2.02","-32.45","81.64","0.59","-2.00","7.02","4.23","21.53","145.8"
"13.820","6162.00","-1.81","0.33","1.90","99.90","1.84","-10.03","-17.16","0.59","-2.14","7.05","4.50","22.13","145.7"
"13.840","6154.00","-1.83","0.38","2.02","100.00","1.87","-5.31","-22.36","0.58","-2.39","6.89","4.19","22.25","146.1"
"13.860","6140.00","-1.92","0.36","2.02","99.90","1.95","-0.00","25.48","0.60","-2.39","6.89","4.68","22.25","145.7"
"13.880","6193.00","-2.14","0.39","2.11","100.00","2.18","-4.13","21.32","0.62","-2.60","6.75","4.61","21.77","145.4"
"13.900","6168.00","-2.25","0.37","2.10","99.90","2.28","28.91","32.24","0.61","-2.07","6.79","4.58","21.12","146.8"
"13.920","6108.00","-2.32","0.33","2.05","99.90","2.34","28.32","48.88","0.61","-1.40","6.98","5.40","21.00","148.0"
"13.940","6081.00","-2.28","0.39","2.05","99.80","2.31","23.01","-17.68","0.57","0.10","8.09","5.71","21.65","148.7"
"13.960","6112.00","-2.12","0.30","2.05","99.80","2.14","-77.88","-192.40","0.54","-0.14","9.17","7.71","27.35","149.0"
"13.980","6214.00","-1.91","0.29","2.04","99.90","1.93","-62.54","-127.40","0.53","-0.34","10.03","8.02","30.11","148.5"
"14.000","6223.00","-1.78","0.29","2.04","100.10","1.80","-53.10","-96.72","0.53","-1.05","10.22","7.17","31.12","148.4"
"14.020","6206.00","-1.75","0.35","2.23","100.00","1.78","76.11","31.20","0.48","-1.53","8.45","7.18","30.53","148.2"
"14.040","6223.00","-1.73","0.42","2.36","99.90","1.78","112.69","256.88","0.50","-1.37","6.70","6.99","25.40","148.1"
"14.060","6234.00","-1.81","0.39","2.33","99.80","1.85","61.95","173.68","0.53","-2.00","5.02","7.00","22.07","148.8"
"14.080","6265.00","-1.98","0.41","2.33","99.60","2.02","23.01","93.60","0.57","-1.61","5.02","6.32","19.59","149.3"
"14.100","6259.00","-2.03","0.36","2.08","99.60","2.06","20.06","19.24","0.55","-1.18","5.11","5.24","18.14","149.8"
"14.120","6261.00","-2.01","0.41","1.89","99.80","2.05","-94.40","-48.36","0.65","-0.72","7.17","4.64","18.47","150.6"
"14.140","6261.00","-2.03","0.46","1.72","100.00","2.08","-62.54","-242.84","0.55","-0.72","8.23","3.66","22.16","151.3"
"14.160","6240.00","-1.97","0.39","1.43","100.00","2.01","-88.50","-150.80","0.55","-1.40","9.05","3.67","25.07","150.7"
"14.180","6230.00","-1.83","0.39","1.39","100.10","1.87","-3.54","-52.52","0.53","-1.53","8.98","4.70","27.11","151.2"
"14.200","6226.00","-1.76","0.33","1.36","100.00","1.79","28.32","36.40","0.52","-1.44","8.59","5.46","27.17","150.2"
"14.220","6266.00","-1.72","0.34","1.36","99.90","1.75","52.51","134.68","0.54","-1.47","7.67","7.38","26.50","150.5"
"14.240","6297.00","-1.67","0.33","1.39","99.90","1.70","31.27","66.56","0.55","-1.54","7.07","7.51","25.35","151.0"
"14.260","6305.00","-1.66","0.36","1.43","99.90","1.70","2.36","78.52","0.60","-1.47","7.10","6.91","23.24","151.8"
"14.280","6326.00","-1.73","0.36","1.59","99.80","1.77","12.98","-15.08","0.57","-1.16","7.19","6.05","22.67","152.5"
"14.300","6324.00","-1.74","0.37","1.72","99.80","1.78","-23.60","-85.28","0.54","-1.42","7.33","4.11","22.37","152.7"
"14.320","6293.00","-1.76","0.38","1.95","99.80","1.80","5.31","0.52","0.54","-1.42","7.24","4.00","22.25","152.9"
"14.340","6303.00","-1.79","0.33","1.95","99.90","1.82","-2.95","2.08","0.54","-1.47","7.24","4.06","22.27","152.5"
"14.360","6320.00","-1.78","0.39","2.01","99.90","1.82","7.67","10.92","0.54","-1.56","7.02","4.31","22.31","153.0"
"14.380","6333.00","-1.79","0.36","2.01","99.90","1.83","10.62","7.80","0.53","-1.61","6.79","4.46","22.31","153.5"
"14.400","6347.00","-1.86","0.36","1.99","99.90","1.89","3.54","3.64","0.53","-1.53","6.81","4.58","22.36","153.7"
"14.420","6350.00","-1.96","0.37","1.96","99.90","1.99","1.18","-4.68","0.53","-1.25","7.07","4.58","22.45","154.8"
"14.440","6369.00","-1.87","0.35","1.95","99.90","1.90","-18.29","-16.12","0.54","-1.32","7.31","4.52","22.70","154.6"
"14.460","6359.00","-1.81","0.39","1.95","99.90","1.85","-13.57","-10.92","0.55","-1.32","7.54","4.58","22.97","155.0"
"14.480","6348.00","-1.71","0.40","1.95","100.00","1.76","-0.00","5.72","0.55","-1.32","7.54","5.25","23.53","154.4"
"14.500","6368.00","-1.65","0.40","1.96","99.90","1.70","1.18","6.76","0.55","-1.60","7.24","5.52","23.67","154.8"
"14.520","6383.00","-1.55","0.39","1.98","100.00","1.60","-4.13","21.84","0.57","-1.93","6.98","5.92","23.65","154.6"
"14.540","6420.00","-1.62","0.39","1.98","100.00","1.67","-8.85","66.56","0.62","-2.18","6.88","6.22","22.67","154.6"
"14.560","6430.00","-1.66","0.39","1.98","100.00","1.71","-0.00","43.68","0.66","-2.32","6.74","6.10","21.71","155.5"
"14.580","6442.00","-1.80","0.37","1.96","100.00","1.84","1.18","93.08","0.74","-2.30","6.74","5.55","19.37","155.1"
"14.600","6438.00","-1.80","0.36","1.84","99.90","1.84","37.76","7.28","0.70","-1.58","6.82","4.82","18.50","156.6"
"14.620","6425.00","-1.81","0.36","1.77","99.90","1.85","-10.62","-7.28","0.70","-1.58","7.00","4.74","18.56","156.9"
"14.640","6444.00","-1.74","0.38","1.71","99.90","1.78","-9.44","-11.44","0.71","-1.46","7.28","4.76","18.80","157.6"
"14.660","6439.00","-1.67","0.33","1.69","100.00","1.70","2.36","-52.52","0.66","-1.40","7.30","5.24","20.29","157.3"
"14.680","6440.00","-1.60","0.37","1.69","100.00","1.64","-24.78","-50.96","0.65","-1.91","7.21","5.60","21.63","157.3"
"14.700","6449.00","-1.61","0.40","1.69","100.00","1.66","2.95","5.72","0.65","-2.09","6.98","6.32","22.24","157.1"
"14.720","6477.00","-1.47","0.37","1.69","100.00","1.52","15.34","-2.08","0.63","-2.07","6.74","6.61","22.57","157.6"
"14.740","6497.00","-1.49","0.41","1.69","99.90","1.55","35.40","15.60","0.59","-1.49","6.72","6.65","22.31","158.0"
"14.760","6513.00","-1.50","0.39","1.69","99.90","1.55","-8.85","47.84","0.64","-1.61","6.75","6.23","20.97","158.7"
"14.780","6519.00","-1.44","0.37","1.69","99.90","1.49","10.03","33.80","0.66","-1.40","6.79","5.89","19.98","159.3"
"14.800","6497.00","-1.33","0.39","1.72","99.90","1.39","12.39","34.32","0.67","-1.21","6.77","5.69","19.12","159.5"
"14.820","6514.00","-1.35","0.43","1.80","100.00","1.42","-8.26","-1.56","0.68","-1.49","6.63","5.90","19.36","159.5"
"14.840","6538.00","-1.34","0.45","1.80","99.90","1.41","2.95","-19.76","0.66","-1.60","6.47","5.93","19.77","158.9"
"14.860","6551.00","-1.38","0.40","1.84","100.00","1.44","1.18","-2.08","0.66","-1.70","6.35","6.01","19.89","159.3"
"14.880","6568.00","-1.36","0.35","1.83","99.90","1.40","1.77","3.12","0.66","-1.74","6.28","5.89","19.71","160.2"
"14.900","6577.00","-1.47","0.33","1.83","100.00","1.51","5.31","-2.60","0.65","-1.49","6.44","5.69","19.56","159.5"
"14.920","6586.00","-1.55","0.34","1.81","99.90","1.59","1.77","16.12","0.66","-1.44","6.46","5.71","19.27","161.4"
"14.940","6587.00","-1.55","0.36","1.81","99.90","1.59","0.59","-4.16","0.66","-1.35","6.54","5.57","19.21","161.6"
"14.960","6592.00","-1.52","0.40","1.81","99.90","1.57","-14.75","-2.60","0.67","-1.46","6.68","5.74","19.43","161.6"
"14.980","6596.00","-1.64","0.40","1.81","100.00","1.69","8.26","-30.16","0.64","-1.35","6.65","5.90","20.17","161.6"
"15.000","6616.00","-1.62","0.37","1.81","100.00","1.66","2.95","-9.36","0.62","-1.58","6.37","6.08","20.53","161.6"
"15.020","6628.00","-1.57","0.39","1.80","100.00","1.62","13.57","-22.88","0.59","-1.47","6.25","6.20","21.09","161.2"
"15.040","6648.00","-1.59","0.36","1.78","100.00","1.63","15.34","-14.04","0.56","-1.18","6.28","5.96","21.12","161.4"
"15.060","6663.00","-1.58","0.31","1.74","99.90","1.61","7.67","9.88","0.56","-1.07","6.26","5.52","20.49","163.1"
"15.080","6666.00","-1.48","0.35","1.65","100.00","1.52","-6.49","-2.60","0.56","-0.84","6.60","5.18","20.20","163.1"
"15.100","6672.00","-1.48","0.36","1.63","100.00","1.52","5.90","-15.08","0.54","-0.74","6.60","5.15","20.46","163.7"
"15.120","6679.00","-1.42","0.42","1.63","99.90","1.48","14.75","-9.88","0.52","-0.72","6.37","5.15","20.65","163.1"
"15.140","6668.00","-1.42","0.40","1.63","100.00","1.48","-14.75","4.68","0.54","-0.97","6.37","5.49","20.90","163.5"
"15.160","6683.00","-1.49","0.49","1.62","100.00","1.57","7.67","-8.84","0.53","-1.72","5.49","5.68","21.26","163.3"
"15.180","6713.00","-1.45","0.35","1.54","100.10","1.49","22.42","1.56","0.50","-1.60","5.23","5.66","21.21","163.7"
"15.200","6763.00","-1.48","0.36","1.40","99.90","1.52","9.44","55.64","0.52","-1.37","5.30","4.94","19.42","164.1"
"15.220","6773.00","-1.63","0.33","1.19","99.80","1.66","-0.00","-17.68","0.51","-0.74","5.93","3.37","18.19","164.7"
"15.240","6722.00","-1.55","0.30","1.12","99.90","1.58","11.21","-3.64","0.49","-0.25","6.23","2.59","17.48","164.5"
"15.260","6704.00","-1.50","0.33","1.06","99.90","1.54","-25.96","6.24","0.53","-0.20","6.72","3.01","17.78","165.5"
"15.280","6733.00","-1.50","0.35","1.01","99.90","1.54","-20.65","-70.20","0.51","-0.48","6.79","4.40","20.52","165.7"
"15.300","6758.00","-1.40","0.32","1.01","100.00","1.44","29.50","-2.08","0.48","-0.42","6.35","5.68","21.84","164.9"
"15.320","6756.00","-1.31","0.25","1.01","100.00","1.33","8.85","-8.32","0.46","-0.72","5.90","6.55","22.87","165.7"
"15.340","6757.00","-1.29","0.32","1.00","100.00","1.33","-10.03","11.44","0.48","-1.09","5.70","6.92","23.02","165.3"
"15.360","6778.00","-1.30","0.25","1.00","100.00","1.32","-0.00","30.68","0.50","-1.09","5.70","7.21","22.72","166.7"
"15.380","6820.00","-1.22","0.36","0.80","99.90","1.27","19.47","180.96","0.61","-0.55","5.91","6.86","18.89","167.3"
"15.400","6827.00","-1.17","0.33","0.72","100.00","1.22","5.90","54.60","0.66","-0.13","6.23","6.41","17.39","168.2"
"15.420","6456.00","-1.12","0.40","0.59","100.10","1.19","34.81","-26.52","0.57","0.91","6.68","5.72","17.21","167.6"
"15.440","6314.00","-1.11","0.37","0.51","100.20","1.17","-15.93","27.04","0.62","0.70","6.74","6.49","17.46","168.0"
"15.460","6127.00","-0.92","0.37","0.45","100.40","0.99","4.13","-3.12","0.61","0.66","6.63","8.25","19.28","167.4"
"15.480","5374.00","-0.85","0.32","0.30","100.60","0.91","17.70","48.36","0.64","0.82","6.49","10.01","20.11","166.9"
"15.500","5434.00","-0.68","0.33","0.20","100.60","0.76","35.40","-3.12","0.57","1.40","6.47","10.63","20.79","167.4"
"15.520","6174.00","-0.50","0.26","-0.03","100.60","0.56","24.78","7.80","0.53","1.96","6.61","10.82","20.83","167.3"
"15.540","5966.00","-0.35","0.27","-0.23","100.80","0.44","43.07","14.04","0.46","2.64","6.56","10.91","20.65","167.1"
"15.560","5436.00","-0.23","0.32","-0.48","100.70","0.39","4.13","49.92","0.50","2.45","6.30","11.11","19.89","167.6"
"15.580","5675.00","-0.12","0.28","-0.62","100.40","0.30","8.26","56.68","0.55","2.05","5.76","11.40","19.09","168.8"
"15.600","5925.00","0.04","0.32","-0.81","100.30","0.32","20.06","82.16","0.63","1.96","5.33","11.85","17.96","168.2"
"15.620","5762.00","0.24","0.24","-0.98","100.30","0.34","97.94","52.52","0.38","2.70","4.41","12.27","17.37","169.4"
"15.640","5666.00","0.43","0.22","-1.15","100.20","0.48","61.95","98.80","0.23","3.52","4.18","12.53","15.73","169.4"
"15.660","5785.00","0.60","0.14","-1.22","100.30","0.62","25.37","48.36","0.11","3.91","4.14","12.71","14.98","170.3"
"15.680","5828.00","0.68","0.20","-1.37","100.50","0.71","29.50","60.84","-0.28","4.36","4.09","13.41","14.51","170.3"
"15.700","5771.00","0.75","0.19","-1.45","100.60","0.77","70.21","53.56","-23.66","5.57","4.11","14.14","14.21","170.7"
"15.720","5762.00","0.78","0.26","-1.57","100.50","0.82","9.44","115.96","0.85","5.66","4.04","16.48","14.32","170.3"
"15.740","5813.00","0.86","0.35","-1.66","100.40","0.93","45.43","53.56","0.85","5.90","3.51","17.72","14.53","170.3"
"15.760","5829.00","0.97","0.35","-1.74","100.40","1.03","34.81","99.32","0.66","6.18","3.20","19.84","14.74","170.1"
"15.780","5807.00","1.15","0.36","-1.95","100.40","1.21","36.58","13.00","0.76","6.27","2.67","20.25","14.90","170.5"
"15.800","5822.00","1.25","0.37","-2.10","100.20","1.30","27.73","24.44","0.79","6.57","2.50","20.62","14.80","170.5"
"15.820","5861.00","1.29","0.35","-2.22","100.30","1.34","15.34","91.00","0.65","6.74","2.41","21.09","13.52","170.7"
"15.840","5868.00","1.30","0.26","-2.48","100.30","1.33","68.44","34.32","0.76","7.58","2.09","21.18","12.95","170.9"
"15.860","5866.00","1.31","0.28","-2.60","100.30","1.34","-1.18","56.68","0.67","7.39","1.92","21.36","12.04","170.9"
"15.880","5871.00","1.30","0.23","-2.76","100.20","1.32","42.48","15.60","0.73","7.11","0.92","21.41","11.79","171.2"
"15.900","5886.00","1.37","0.21","-2.79","100.30","1.39","72.57","47.84","0.80","8.13","0.71","22.04","11.50","170.7"
"15.920","5902.00","1.56","0.18","-2.81","100.20","1.57","-12.39","24.44","0.74","7.20","-0.01","22.14","11.13","171.2"
"15.940","5921.00","1.75","0.18","-2.79","100.10","1.76","-12.39","71.24","0.64","6.99","-0.01","21.86","9.48","171.4"
"15.960","5929.00","1.87","0.16","-2.76","100.20","1.88","-40.71","-1.04","0.58","6.34","0.03","20.87","8.51","172.0"
"15.980","5943.00","1.97","0.19","-2.72","100.30","1.98","28.32","-11.44","0.63","6.87","0.08","20.01","7.87","173.1"
"16.000","5950.00","2.01","0.20","-2.67","100.20","2.02","27.73","62.40","0.62","7.39","0.13","19.96","6.62","173.6"
"16.020","5935.00","1.92","0.23","-2.66","100.20","1.93","7.08","7.80","0.62","7.51","0.13","20.17","6.68","173.6"
"16.040","5945.00","1.88","0.21","-2.67","100.10","1.89","18.88","34.32","0.62","7.73","0.03","21.17","7.02","173.6"
"16.060","5955.00","1.86","0.24","-2.67","100.00","1.88","41.30","23.92","0.65","8.18","-0.22","21.96","7.35","173.8"
"16.080","5967.00","1.82","0.20","-2.75","100.00","1.83","6.49","68.64","0.61","8.20","-0.31","23.82","7.89","173.4"
"16.100","5966.00","1.83","0.22","-2.88","100.00","1.84","-7.08","-2.60","0.60","7.92","-0.47","23.98","8.10","173.1"
"16.120","5973.00","1.86","0.20","-3.05","100.00","1.87","-14.75","17.16","0.57","7.66","-0.48","24.40","8.19","173.4"
"16.140","5991.00","1.86","0.20","-3.17","100.00","1.87","25.96","-9.88","0.61","7.99","-0.59","24.25","8.23","173.1"
"16.160","6003.00","1.88","0.24","-3.32","100.00","1.90","-28.32","15.08","0.56","7.51","-0.59","24.03","7.72","173.4"
"16.180","6016.00","1.96","0.22","-3.37","100.00","1.97","11.80","-27.56","0.60","7.69","-0.61","23.17","7.39","173.4"
"16.200","6014.00","2.03","0.24","-3.37","100.00","2.04","-40.71","-1.56","0.55","7.02","-0.59","22.75","7.00","173.6"
"16.220","6017.00","2.10","0.22","-3.32","100.10","2.11","13.57","14.04","0.56","7.25","-0.59","22.36","6.34","173.6"
"16.240","6022.00","2.18","0.15","-3.28","100.10","2.19","57.82","-7.28","0.63","8.32","-0.50","22.20","6.32","173.8"
"16.260","6034.00","2.24","0.10","-3.26","100.10","2.24","-10.03","17.68","0.61","8.15","-0.50","22.54","6.32","174.2"
"16.280","6030.00","2.26","0.10","-3.23","100.00","2.26","33.04","8.84","0.64","8.76","-0.45","22.82","6.43","174.2"
"16.300","6030.00","2.27","0.11","-3.25","100.00","2.27","5.31","43.16","0.61","8.83","-0.47","24.01","6.79","174.7"
"16.320","6039.00","2.21","0.12","-3.26","100.10","2.21","34.22","23.40","0.63","9.41","-0.47","24.73","7.06","174.2"
"16.340","6042.00","2.19","0.16","-3.29","100.10","2.20","-16.52","45.24","0.59","9.06","-0.54","26.19","7.65","174.7"
"16.360","6047.00","2.14","0.18","-3.28","100.20","2.15","-30.09","-3.12","0.56","8.55","-0.54","26.31","7.83","174.5"
"16.380","6070.00","2.13","0.20","-3.29","100.20","2.14","-9.44","8.84","0.54","8.41","-0.52","26.48","7.83","174.7"
"16.400","6070.00","2.14","0.18","-3.25","100.10","2.15","-8.26","-9.36","0.54","8.32","-0.47","26.07","7.60","174.9"
"16.420","6072.00","2.15","0.18","-3.25","100.10","2.16","7.08","-2.08","0.55","8.44","-0.47","25.88","7.45","175.1"
"16.440","6077.00","2.11","0.14","-3.21","100.00","2.11","13.57","2.60","0.56","8.71","-0.43","25.77","7.29","175.6"
"16.460","6083.00","2.12","0.14","-3.21","100.00","2.12","5.31","-1.56","0.57","8.92","-0.31","25.74","7.29","175.8"
"16.480","6094.00","2.07","0.18","-3.25","100.10","2.08","-7.67","28.08","0.54","8.79","-0.31","26.13","7.14","175.8"
"16.500","6079.00","2.07","0.18","-3.34","100.10","2.08","3.54","2.60","0.55","8.71","-0.45","26.30","7.26","175.4"
"16.520","6087.00","2.09","0.22","-3.38","100.00","2.10","27.73","15.08","0.57","9.13","-0.50","26.81","7.48","175.4"
